Century;Type;Race1;Race2;Planet;System;Event
0;Info;1029;;48898;14396;Colony founded
0;Info;1029;;48989;14420;Colony founded
0;Info;1029;;49101;14455;Colony founded
0;Diplo;1029;672;;15207;First Contact: Alliance!
0;Diplo;1029;533;;15244;First Contact: No intercourse!
0;Info;1029;;51760;15253;Colony founded
0;Battle;1029;415;51762;15256;Planet conquered by race 1029
0;Info;1029;;51938;15312;Colony founded
0;Info;1029;;51960;15325;Colony founded
0;Info;1029;;52006;15338;Colony founded
0;Info;1029;;52007;15339;Colony founded
0;Info;1029;;52091;15366;Colony founded
0;Info;1029;;52113;15374;Colony founded
0;Info;1029;;52160;15385;Colony founded
0;Info;1029;;52164;15385;Colony founded
0;Info;1029;;52166;15385;Colony founded
0;Info;1029;;52265;15415;Colony founded
0;Info;1029;;52344;15447;Colony founded
0;Info;1029;;52400;15459;Colony founded
0;Diplo;1029;209;;15462;First Contact: War!
0;Battle;1029;209;52419;15462;Planet conquered by race 1029
0;Battle;1029;209;52424;15462;Planet conquered by race 1029
0;Diplo;1029;541;;15477;First Contact: Alliance!
0;Civ;541;;;;TL uplifting from 1 to 7 (New gov : Meritocracy)
0;Info; 541;;52469;15477;Colony founded
0;Diplo;1029;542;;15488;First Contact: War!
0;Battle;1029;542;52524;15488;Planet conquered by race 1029
0;Diplo;1029;161;;16086;First Contact: War!
0;Battle;1029;161;54640;16086;Planet conquered by race 1029
0;Info;1029;;54817;16128;Colony founded
0;Info;1029;;54925;16165;Colony founded
0;Info;1029;;54926;16165;Colony founded
0;Info;1029;;55011;16194;Colony founded
0;Diplo;1029;573;;16208;First Contact: Trade!
0;Diplo;1029;575;;16252;First Contact: Alliance!
0;Civ;575;;;;TL uplifting from 5 to 7 (New gov : Imperialism)
0;Diplo;1029;576;;16269;First Contact: Alliance!
0;Info;1029;;55337;16284;Colony founded
0;Info;1029;;55798;16399;Colony founded
0;Info;1029;;55800;16399;Colony founded
0;Info;1029;;55851;16417;Colony founded
0;Battle;1029;209;56009;16469;Planet conquered by race 1029
0;Diplo;1029;583;;16495;First Contact: War!
0;Battle;1029;583;56071;16495;Planet conquered by race 1029
0;Diplo;1029;599;;17035;First Contact: No intercourse!
0;Diplo;1029;603;;17086;First Contact: Alliance!
0;Diplo;1029;405;;17125;First Contact: No intercourse!
0;Info;1029;;58249;17146;Colony founded
0;Info;1029;;58250;17146;Colony founded
0;Info;1029;;58568;17238;Colony founded
0;Info;1029;;58569;17238;Colony founded
0;Diplo;1029;571;;17268;First Contact: Alliance!
0;Diplo1029;161;;;Diplomatic relations changed to No intercourse
0;Info;1029;;58679;17282;Colony founded
0;Info;1029;;58680;17282;Colony founded
0;Info;1029;;58918;17354;Colony founded
0;Info;1029;;58926;17359;Colony founded
0;Info;1029;;59067;17402;Colony founded
0;Info;1029;;59073;17402;Colony founded
0;Battle;1029;209;59159;17420;Planet conquered by race 1029
0;Info;1029;;59190;17431;Colony founded
0;Info;1029;;59402;17495;Colony founded
0;Info;1029;;61786;18200;Colony founded
0;Info;1029;;61789;18202;Colony founded
0;Info;1029;;62465;18377;Colony founded
0;Info;1029;;62522;18401;Colony founded
0;Info;1029;;62886;18512;Colony founded
0;Info;1029;;62914;18527;Colony founded
0;Info;1029;;64714;19067;Colony founded
0;Battle;1029;782;65172;19210;Planet conquered by race 1029
0;Battle;1029;782;65228;19228;Planet conquered by race 1029
0;Info;1029;;65385;19269;Colony founded
0;Info;1029;;65473;19289;Colony founded
0;Info;1029;;65510;19300;Colony founded
0;Info;1029;;66017;19444;Colony founded
0;Info;1029;;66168;19485;Colony founded
0;Info;1029;;66438;19572;Colony founded
0;Info;1029;;66449;19575;Colony founded
0;Diplo;1029;681;;19576;First Contact: Trade!
0;Info;1029;;69340;20400;Colony founded
0;Info;1029;;69684;20497;Colony founded
0;Info;1029;;69815;20534;Colony founded
0;Info;1029;;69908;20558;Colony founded
0;Info;1029;;69951;20573;Colony founded
0;Info;1029;;70087;20599;Colony founded
0;Info;1029;;70183;20620;Colony founded
0;Diplo;1029;777;;21143;First Contact: War!
0;Battle;1029;777;72009;21143;Planet conquered by race 1029
0;Diplo;1029;822;;21180;First Contact: No intercourse!
0;Info;1029;;72401;21257;Colony founded
0;Battle;1029;782;72626;21308;Planet conquered by race 1029
0;Info;1029;;72716;21335;Colony founded
0;Info;1029;;72893;21383;Colony founded
0;Info;1029;;73246;21484;Colony founded
0;Info;1029;;73291;21495;Colony founded
0;Info;1029;;73470;21556;Colony founded
0;Info;1029;;73531;21571;Colony founded
0;Info;1029;;73617;21595;Colony founded
0;Diplo;1029;754;;21607;First Contact: No intercourse!
0;Info;1029;;75725;22218;Colony founded
0;Info;1029;;76055;22324;Colony founded
0;Info;1029;;76465;22451;Colony founded
0;Info;1029;;76730;22523;Colony founded
0;Info;1029;;76758;22531;Colony founded
0;Info;1029;;76811;22549;Colony founded
0;Info;1029;;76976;22596;Colony founded
0;Info;1029;;77095;22633;Colony founded
0;Info;1029;;77166;22654;Colony founded
0;Info;1029;;77370;22721;Colony founded
0;Info;1029;;77371;22721;Colony founded
0;Diplo;1029;563;;23313;First Contact: No intercourse!
0;Battle;1029;782;79375;23347;Planet conquered by race 1029
0;Diplo;1029;836;;23552;First Contact: Trade!
0;Info;1029;;80159;23595;Colony founded
0;Info;1029;;80709;23764;Colony founded
0;Diplo;1029;910;;24363;First Contact: Alliance!
0;Battle;1029;782;82887;24376;Planet conquered by race 1029
0;Diplo;1029;827;;24417;First Contact: No intercourse!
0;Info;1029;;83488;24533;Colony founded
0;Info;1029;;83526;24543;Colony founded
0;Info;1029;;83667;24593;Colony founded
0;Info;1029;;83742;24614;Colony founded
0;Info;1029;;83802;24633;Colony founded
0;Info;1029;;83912;24664;Colony founded
0;Info;1029;;84117;24722;Colony founded
0;Info;1029;;84122;24724;Colony founded
0;Diplo;1029;950;;25359;First Contact: No intercourse!
0;Battle;1029;1103;86496;25417;Planet conquered by race 1029
0;Info;1029;;86813;25515;Colony founded
0;Info;1029;;87212;25639;Colony founded
0;Info;1029;;87269;25654;Colony founded
0;Info;1029;;87275;25656;Colony founded
0;Info;1029;;87470;25715;Colony founded
0;Info;1029;;87656;25757;Colony founded
0;Diplo;1029;1124;;26375;First Contact: Alliance!
0;Diplo;1029;954;;26497;First Contact: Trade!
0;Info;1029;;90821;26706;Colony founded
0;Diplo;1029;1076;;26728;First Contact: War!
0;Battle;1029;1076;90893;26728;Planet conquered by race 1029
0;Info;1029;;91043;26773;Colony founded
0;Battle;1029;969;91182;26817;Planet conquered by race 1029
0;Info;1029;;91453;26884;Colony founded
0;Info;1029;;91457;26884;Colony founded
0;Info;1029;;94640;27825;Colony founded
0;Info;1029;;94690;27842;Colony founded
0;Info;1029;;97777;28731;Colony founded
0;Info;1029;;97819;28746;Colony founded
0;Info;1029;;97875;28759;Colony founded
0;Diplo;1029;1072;;28775;First Contact: War!
0;Battle;1029;1072;97921;28775;Planet conquered by race 1029
0;Info;1029;;98156;28853;Colony founded
0;Diplo;1029;1033;;28901;First Contact: Trade!
0;Info;1029;;98569;28966;Colony founded
0;Info;1029;;100874;29634;Colony founded
0;Info;1029;;101259;29734;Colony founded
0;Battle;1029;1137;101307;29751;Planet conquered by race 1029
0;Info;1029;;101334;29757;Colony founded
0;Battle;1029;1137;101369;29769;Planet conquered by race 1029
0;Battle;1029;1072;101408;29780;Planet conquered by race 1029
0;Battle;1029;1076;101532;29814;Planet conquered by race 1029
0;Battle;1029;1076;101534;29814;Planet conquered by race 1029
0;Battle;1029;1076;101535;29814;Planet conquered by race 1029
0;Battle;1029;1076;101538;29814;Planet conquered by race 1029
0;Diplo;1029;1077;;29815;First Contact: Alliance!
0;Diplo1029;1076;;;Diplomatic relations changed to No intercourse
0;Civ;1077;;;;TL uplifting from 6 to 7
0;Info;1077;;101543;29815;Colony founded
0;Info;1029;;101811;29890;Colony founded
0;Info;1029;;102016;29955;Colony founded
0;Diplo;1029;1128;;30497;First Contact: No intercourse!
0;Battle;1029;1137;104400;30716;Planet conquered by race 1029
0;Info;1029;;104866;30861;Colony founded
0;Info;1029;;104867;30861;Colony founded
0;Info;1029;;105004;30901;Colony founded
0;Info;1029;;105287;30992;Colony founded
0;Info;1029;;105370;31019;Colony founded
0;Info;1029;;105372;31019;Colony founded
0;Info;1029;;108194;31839;Colony founded
0;Battle;1029;1075;108297;31875;Planet conquered by race 1029
0;Info;1029;;108365;31895;Colony founded
0;Diplo;1029;1242;;31912;First Contact: War!
0;Battle;1029;1242;108425;31912;Planet conquered by race 1029
0;Info;1029;;108488;31932;Colony founded
0;Battle;1029;1242;108738;32012;Planet conquered by race 1029
0;Info;1029;;108829;32040;Colony founded
0;Battle;1029;1103;111327;32777;Planet conquered by race 1029
0;Battle;1029;1242;112185;33026;Planet conquered by race 1029
0;Info;1029;;112442;33110;Colony founded
0;Diplo;1029;1227;;33580;First Contact: Trade!
0;Diplo;1029;1203;;33838;First Contact: Trade!
0;Info;1029;;114908;33848;Colony founded
0;Info;1029;;115066;33900;Colony founded
0;Battle;1029;1242;115534;34032;Planet conquered by race 1029
0;Info;1029;;115613;34061;Colony founded
0;Info;1029;;115614;34061;Colony founded
0;Info;1029;;118183;34775;Colony founded
0;Battle;1029;1137;118378;34835;Planet conquered by race 1029
0;Info;1029;;118476;34861;Colony founded
0;Info;1029;;119025;35034;Colony founded
0;Info;1029;;119094;35053;Colony founded
0;Info;1029;;119168;35079;Colony founded
0;Info;1029;;121051;35606;Colony founded
0;Diplo;1029;1299;;35630;First Contact: Trade!
0;Diplo;1029;1282;;36042;First Contact: War!
0;Battle;1029;1282;122565;36042;Planet conquered by race 1029
0;Info;1029;;122776;36103;Colony founded
0;Info;1029;;122861;36125;Colony founded
0;Battle;1029;1137;125351;36851;Planet conquered by race 1029
0;Info;1029;;128079;37610;Colony founded
0;Diplo;1029;1362;;37763;First Contact: No intercourse!
0;Battle;1029;1137;129108;37906;Planet conquered by race 1029
0;Diplo;1029;1338;;37993;First Contact: Alliance!
0;Info;1029;;129470;38005;Colony founded
0;Info;1029;;129676;38072;Colony founded
0;Info;1029;;129840;38119;Colony founded
0;Diplo;1029;1329;;38691;First Contact: No intercourse!
0;Diplo;1029;1473;;38737;First Contact: War!
0;Battle;1029;1473;132003;38737;Planet conquered by race 1029
0;Diplo;1029;1474;;38755;First Contact: War!
0;Battle;1029;1474;132053;38755;Planet conquered by race 1029
0;Diplo;1029;1363;;38814;First Contact: War!
0;Battle;1029;1363;132277;38814;Planet conquered by race 1029
0;Diplo;1029;1475;;38818;First Contact: Alliance!
0;Diplo;1029;1656;;39064;First Contact: No intercourse!
0;Info;1029;;133394;39117;Colony founded
0;Info;1029;;133426;39126;Colony founded
0;Battle;1029;1473;135420;39724;Planet conquered by race 1029
0;Battle;1029;1473;135422;39724;Planet conquered by race 1029
0;Diplo;1029;1401;;40002;First Contact: Trade!
0;Battle;1029;1242;136754;40112;Planet conquered by race 1029
0;Diplo;1029;1448;;40182;First Contact: No intercourse!
0;Battle;1029;1473;138865;40725;Planet conquered by race 1029
0;Battle;1029;1473;139098;40793;Planet conquered by race 1029
0;Battle;1029;1473;139196;40821;Planet conquered by race 1029
0;Diplo;1029;1447;;41196;First Contact: War!
0;Battle;1029;1447;140361;41196;Planet conquered by race 1029
0;Battle;1029;1447;140362;41196;Planet conquered by race 1029
0;Info;1029;;140703;41289;Colony founded
0;Battle;1029;1473;142507;41821;Planet conquered by race 1029
0;Battle;1029;1473;142510;41822;Planet conquered by race 1029
0;Battle;1029;1474;142649;41852;Planet conquered by race 1029
0;Battle;1029;1473;142650;41854;Planet conquered by race 1029
0;Diplo;1029;1576;;42063;First Contact: War!
0;Battle;1029;1576;143335;42063;Planet conquered by race 1029
0;Info;1029;;143551;42120;Colony founded
0;Diplo;1029;1536;;42146;First Contact: War!
0;Battle;1029;1536;143624;42146;Planet conquered by race 1029
0;Info;1029;;143973;42232;Colony founded
0;Info;1029;;143976;42233;Colony founded
0;Info;1029;;144007;42244;Colony founded
0;Info;1029;;144053;42261;Colony founded
0;Info;1029;;146880;43109;Colony founded
0;Battle;1029;1536;147028;43154;Planet conquered by race 1029
0;Info;1029;;147242;43203;Colony founded
0;Info;1029;;147329;43230;Colony founded
0;Diplo;1029;1539;;43233;First Contact: War!
0;Battle;1029;1539;147342;43233;Planet conquered by race 1029
0;Battle;1029;1539;147343;43233;Planet conquered by race 1029
0;Battle;1029;1473;149689;43911;Planet conquered by race 1029
0;Battle;1029;1576;150748;44203;Planet conquered by race 1029
0;Info;1029;;150826;44227;Colony founded
0;Info;1029;;150969;44267;Colony founded
0;Info;1029;;151117;44311;Colony founded
0;Info;1029;;151123;44312;Colony founded
0;Info;1029;;153028;44884;Colony founded
0;Info;1029;;154572;45351;Colony founded
0;Info;1029;;157508;46230;Colony founded
0;Info;1029;;157686;46287;Colony founded
0;Info;1029;;157890;46349;Colony founded
0;Info;1029;;160856;47235;Colony founded
0;Info;1029;;160866;47237;Colony founded
0;Diplo;1029;1977;;47405;First Contact: Alliance!
0;Info;1029;;164218;48176;Colony founded
0;Diplo;1029;1825;;48221;First Contact: Alliance!
0;Diplo;1029;1725;;48283;First Contact: No intercourse!
0;Info;1029;;164936;48391;Colony founded
0;Info;1029;;167708;49208;Colony founded
0;Diplo;1029;1863;;50182;First Contact: Alliance!
0;Diplo1863;1977;;;Diplomatic relations changed to No intercourse
0;Diplo;1254;591;;18842;First Contact: No intercourse!
0;Info;1254;;71325;20931;Colony founded
0;Diplo;1254;594;;21034;First Contact: No intercourse!
0;Diplo;1254;721;;21798;First Contact: War!
0;Diplo;1254;589;;21826;First Contact: No intercourse!
0;Info;1254;;74594;21891;Colony founded
0;Info;1254;;74619;21901;Colony founded
0;Diplo;1254;659;;21910;First Contact: No intercourse!
0;Diplo;1254;855;;21977;First Contact: Alliance!
0;Diplo;1254;770;;22089;First Contact: Trade!
0;Diplo;1254;599;;22107;First Contact: Alliance!
0;Diplo;1254;810;;22936;First Contact: Alliance!
0;Info;1254;;78390;23021;Colony founded
0;Diplo;1254;771;;23168;First Contact: Trade!
0;Info;1254;;81074;23866;Colony founded
0;Diplo;1254;931;;23908;First Contact: No intercourse!
0;Diplo;1254;850;;23911;First Contact: Alliance!
0;Civ;850;;;;TL uplifting from 6 to 7
0;Diplo;1254;854;;23965;First Contact: Alliance!
0;Diplo;1254;851;;23966;First Contact: No intercourse!
0;Diplo;1254;853;;24001;First Contact: No intercourse!
0;Diplo;1254;862;;24186;First Contact: Trade!
0;Info;1254;;82211;24200;Colony founded
0;Diplo;1254;893;;24898;First Contact: No intercourse!
0;Info;1254;;85860;25241;Colony founded
0;Info;1254;;88285;25947;Colony founded
0;Diplo;1254;936;;26136;First Contact: No intercourse!
0;Diplo;1254;941;;26261;First Contact: No intercourse!
0;Diplo;1254;978;;27075;First Contact: War!
0;Battle;1254;978;92100;27075;Planet conquered by race 1254
0;Info;1254;;92460;27185;Colony founded
0;Diplo;1254;1013;;27201;First Contact: No intercourse!
0;Diplo;1254;986;;27300;First Contact: No intercourse!
0;Info;1254;;95967;28225;Colony founded
0;Info;1254;;99918;29371;Colony founded
0;Diplo;1254;1084;;30030;First Contact: Trade!
0;Diplo;1254;1087;;30142;First Contact: No intercourse!
0;Info;1254;;102925;30242;Colony founded
0;Info;1254;;109077;32115;Colony founded
0;Diplo;1254;1147;;32165;First Contact: No intercourse!
0;Info;1254;;109584;32266;Colony founded
0;Diplo;1254;1180;;33184;First Contact: No intercourse!
0;Info;1254;;112825;33234;Colony founded
0;Info;1254;;112995;33287;Colony founded
0;Diplo;1254;1227;;33580;First Contact: No intercourse!
0;Info;1254;;115955;34149;Colony founded
0;Info;1254;;116263;34242;Colony founded
0;Info;1254;;116504;34305;Colony founded
0;Info;1254;;119543;35180;Colony founded
0;Diplo;1254;1256;;35397;First Contact: No intercourse!
0;Diplo;1254;1029;;35606;First Contact: No intercourse!
0;Diplo;1254;1299;;35630;First Contact: No intercourse!
0;Info;1254;;123033;36172;Colony founded
0;Info;1254;;123800;36382;Colony founded
0;Info;1254;;126839;37257;Colony founded
0;Info;1254;;127704;37496;Colony founded
0;Info;1254;;127788;37515;Colony founded
0;Info;1254;;131578;38623;Colony founded
0;Info;1254;;133764;39229;Colony founded
0;Diplo;1254;1314;;39231;First Contact: No intercourse!
0;Info;1254;;134328;39406;Colony founded
0;Info;1254;;134707;39510;Colony founded
0;Info;1254;;135064;39614;Colony founded
0;Info;1254;;137195;40236;Colony founded
0;Diplo;1254;1456;;41386;First Contact: Alliance!
0;Diplo;1254;1501;;41445;First Contact: No intercourse!
0;Info;1254;;144729;42452;Colony founded
0;Diplo;1254;1547;;43410;First Contact: Trade!
0;Info;1254;;148346;43516;Colony founded
0;Diplo;1254;1642;;43795;First Contact: No intercourse!
0;Diplo;1254;1598;;44598;First Contact: War!
0;Diplo;1254;1952;;44631;First Contact: Trade!
0;Info;1254;;155004;45476;Colony founded
0;Info;1254;;155702;45695;Colony founded
0;Diplo;1254;1672;;45754;First Contact: Trade!
0;Diplo;1254;1699;;46498;First Contact: War!
0;Battle;1254;1699;158327;46498;Planet conquered by race 1254
0;Info;1254;;159189;46746;Colony founded
0;Info;1254;;163172;47887;Colony founded
0;Battle;1254;1702;165481;48547;Planet conquered by race 1254
0;Battle;1254;1706;165859;48656;Planet conquered by race 1254
0;Info;1254;;166687;48889;Colony founded
0;Battle;1254;1702;169219;49626;Planet conquered by race 1254
0;Info;1254;;169230;49628;Colony founded
0;Info;1254;;169571;49728;Colony founded
0;Info;1254;;169636;49747;Colony founded
0;Info;1254;;169669;49763;Colony founded
0;Info;1254;;169902;49822;Colony founded
0;Diplo;1254;1848;;50662;First Contact: Alliance!
0;Battle;1254;1853;173127;50792;Planet conquered by race 1254
0;Info;1254;;173216;50817;Colony founded
0;Info;1254;;180069;52835;Colony founded
0;Diplo;1258;854;;24035;First Contact: Alliance!
0;Diplo;1258;822;;25164;First Contact: Alliance!
0;Diplo;1258;936;;26136;First Contact: No intercourse!
0;Diplo;1258;1124;;27277;First Contact: No intercourse!
0;Diplo;1258;986;;27300;First Contact: No intercourse!
0;Info;1258;;99617;29264;Colony founded
0;Diplo;1258;1087;;30142;First Contact: Alliance!
0;Civ;1087;;;;TL uplifting from 6 to 7
0;Info;1258;;102963;30259;Colony founded
0;Info;1258;;113697;33505;Colony founded
0;Info;1258;;119893;35275;Colony founded
0;Info;1258;;134185;39359;Colony founded
0;Info;1258;;134225;39374;Colony founded
0;Diplo;1258;1553;;39452;First Contact: No intercourse!
0;Info;1258;;134820;39542;Colony founded
0;Info;1258;;137692;40383;Colony founded
0;Info;1258;;137698;40385;Colony founded
0;Info;1258;;138417;40583;Colony founded
0;Info;1258;;148172;43464;Colony founded
0;Diplo;1258;1559;;43713;First Contact: Trade!
0;Info;1258;;149061;43726;Colony founded
0;Diplo;1258;1596;;44573;First Contact: Alliance!
0;Info;1258;;152391;44692;Colony founded
0;Diplo;1258;1667;;46634;First Contact: No intercourse!
0;Diplo;1258;1675;;46814;First Contact: Alliance!
0;Info;1263;;88889;26135;Colony founded
0;Diplo;1263;936;;26136;First Contact: Alliance!
0;Diplo;1263;941;;26261;First Contact: Alliance!
0;Diplo;1263;770;;26263;First Contact: Alliance!
0;Diplo;1263;599;;26315;First Contact: Alliance!
0;Diplo;1263;1128;;30497;First Contact: No intercourse!
0;Info;1263;;109924;32371;Colony founded
0;Diplo;1263;1029;;35606;First Contact: War!
0;Diplo;1263;1299;;35630;First Contact: Alliance!
0;Info;1263;;124528;36611;Colony founded
0;Info;1263;;130745;38378;Colony founded
0;Info;1263;;130791;38395;Colony founded
0;Diplo;1263;1512;;38517;First Contact: No intercourse!
0;Info;1263;;131331;38545;Colony founded
0;Diplo;1263;1329;;38691;First Contact: Trade!
0;Diplo;1263;1193;;38692;First Contact: No intercourse!
0;Diplo;1263;1553;;39452;First Contact: No intercourse!
0;Info;1263;;141968;41661;Colony founded
0;Diplo;1263;1559;;43713;First Contact: Alliance!
0;Diplo;1263;1675;;46814;First Contact: Trade!
0;Diplo;1278;161;;4931;First Contact: War!
0;Battle;1278;161;16764;4931;Planet conquered by race 1278
0;Diplo;1278;165;;4943;First Contact: No intercourse!
0;Info;1278;;17056;5027;Colony founded
0;Info;1278;;17113;5041;Colony founded
0;Info;1278;;17140;5054;Colony founded
0;Info;1278;;17142;5054;Colony founded
0;Info;1278;;17161;5056;Colony founded
0;Info;1278;;17213;5070;Colony founded
0;Info;1278;;17231;5074;Colony founded
0;Diplo;1278;171;;5075;First Contact: Alliance!
0;Info;171;;;;The race goes to stellar exploration after the contact.
0;Info;1278;;17267;5088;Colony founded
0;Info;1278;;17307;5104;Colony founded
0;Info;1278;;17579;5183;Colony founded
0;Info;1278;;17645;5203;Colony founded
0;Diplo;1278;173;;5204;First Contact: Alliance!
0;Civ;173;;;;TL uplifting from 3 to 7 (New gov : Dictatorship)
0;Info;1278;;19954;5901;Colony founded
0;Diplo;1278;202;;5972;First Contact: No intercourse!
0;Info;1278;;20342;6020;Colony founded
0;Info;1278;;20355;6022;Colony founded
0;Info;1278;;20502;6065;Colony founded
0;Info;1278;;20517;6070;Colony founded
0;Info;1278;;20632;6100;Colony founded
0;Info;1278;;20669;6112;Colony founded
0;Info;1278;;20701;6127;Colony founded
0;Info;1278;;20837;6165;Colony founded
0;Info;1278;;20840;6166;Colony founded
0;Info;1278;;20844;6167;Colony founded
0;Info;1278;;20911;6176;Colony founded
0;Diplo;1278;210;;6249;First Contact: No intercourse!
0;Info;1278;;23529;6957;Colony founded
0;Battle;1278;161;23582;6973;Planet conquered by race 1278
0;Info;1278;;23732;7021;Colony founded
0;Battle;1278;161;23735;7022;Planet conquered by race 1278
0;Info;1278;;23831;7053;Colony founded
0;Info;1278;;23867;7069;Colony founded
0;Info;1278;;23879;7070;Colony founded
0;Info;1278;;23913;7084;Colony founded
0;Info;1278;;23941;7098;Colony founded
0;Info;1278;;23980;7114;Colony founded
0;Info;1278;;24018;7121;Colony founded
0;Info;1278;;24021;7121;Colony founded
0;Info;1278;;24023;7122;Colony founded
0;Info;1278;;24027;7122;Colony founded
0;Info;1278;;24041;7127;Colony founded
0;Info;1278;;24077;7139;Colony founded
0;Info;1278;;24084;7141;Colony founded
0;Info;1278;;24088;7143;Colony founded
0;Info;1278;;24091;7145;Colony founded
0;Info;1278;;24347;7204;Colony founded
0;Info;1278;;24385;7218;Colony founded
0;Info;1278;;24495;7248;Colony founded
0;Diplo;1278;237;;7257;First Contact: War!
0;Battle;1278;237;24539;7257;Planet conquered by race 1278
0;Info;1278;;24643;7287;Colony founded
0;Battle;1278;161;26663;7883;Planet conquered by race 1278
0;Battle;1278;161;26666;7883;Planet conquered by race 1278
0;Battle;1278;405;26814;7923;Planet conquered by race 1278
0;Battle;1278;405;26864;7938;Planet conquered by race 1278
0;Battle;1278;405;26912;7952;Planet conquered by race 1278
0;Battle;1278;405;26916;7952;Planet conquered by race 1278
0;Battle;1278;161;26993;7969;Planet conquered by race 1278
0;Info;1278;;27046;7990;Colony founded
0;Info;1278;;27098;8007;Colony founded
0;Diplo;1278;263;;8037;First Contact: War!
0;Battle;1278;263;27212;8037;Planet conquered by race 1278
0;Battle;1278;263;27213;8037;Planet conquered by race 1278
0;Battle;1278;161;27222;8038;Planet conquered by race 1278
0;Battle;1278;161;27226;8040;Planet conquered by race 1278
0;Info;1278;;27283;8060;Colony founded
0;Info;1278;;27316;8072;Colony founded
0;Info;1278;;27339;8077;Colony founded
0;Diplo;1278;264;;8115;First Contact: War!
0;Battle;1278;264;27484;8115;Planet conquered by race 1278
0;Info;1278;;27494;8118;Colony founded
0;Info;1278;;27541;8129;Colony founded
0;Diplo;1278;265;;8130;First Contact: War!
0;Battle;1278;265;27542;8130;Planet conquered by race 1278
0;Info;1278;;27550;8133;Colony founded
0;Info;1278;;27634;8154;Colony founded
0;Info;1278;;27637;8156;Colony founded
0;Info;1278;;27674;8170;Colony founded
0;Info;1278;;27677;8170;Colony founded
0;Info;1278;;27758;8193;Colony founded
0;Diplo;1278;268;;8197;First Contact: Alliance!
0;Civ;268;;;;TL uplifting from 6 to 7
0;Info;1278;;27838;8215;Colony founded
0;Info;1278;;27898;8233;Colony founded
0;Info;1278;;27914;8240;Colony founded
0;Info;1278;;27918;8241;Colony founded
0;Info;1278;;27924;8244;Colony founded
0;Info;1278;;28151;8313;Colony founded
0;Info;1278;;28210;8330;Colony founded
0;Diplo;1278;293;;8918;First Contact: War!
0;Battle;1278;293;30207;8918;Planet conquered by race 1278
0;Battle;1278;293;30209;8918;Planet conquered by race 1278
0;Battle;1278;161;30244;8933;Planet conquered by race 1278
0;Battle;1278;161;30285;8945;Planet conquered by race 1278
0;Battle;1278;161;30334;8958;Planet conquered by race 1278
0;Info;1278;;30395;8976;Colony founded
0;Info;1278;;30414;8979;Colony founded
0;Battle;1278;405;30449;8990;Planet conquered by race 1278
0;Battle;1278;415;30575;9025;Planet conquered by race 1278
0;Info;1278;;30599;9031;Colony founded
0;Info;1278;;30600;9031;Colony founded
0;Info;1278;;30619;9042;Colony founded
0;Info;1278;;30680;9053;Colony founded
0;Info;1278;;30754;9079;Colony founded
0;Diplo;1278;301;;9105;First Contact: No intercourse!
0;Info;1278;;30967;9136;Colony founded
0;Info;1278;;30975;9137;Colony founded
0;Info;1278;;30978;9137;Colony founded
0;Info;1278;;31056;9163;Colony founded
0;Info;1278;;31075;9172;Colony founded
0;Info;1278;;31099;9182;Colony founded
0;Info;1278;;31102;9182;Colony founded
0;Info;1278;;31122;9191;Colony founded
0;Info;1278;;31151;9203;Colony founded
0;Info;1278;;31168;9208;Colony founded
0;Info;1278;;31261;9243;Colony founded
0;Info;1278;;31293;9255;Colony founded
0;Info;1278;;31344;9272;Colony founded
0;Info;1278;;31350;9275;Colony founded
0;Info;1278;;31416;9290;Colony founded
0;Info;1278;;31475;9302;Colony founded
0;Info;1278;;31485;9308;Colony founded
0;Info;1278;;31514;9318;Colony founded
0;Info;1278;;31550;9333;Colony founded
0;Info;1278;;31565;9335;Colony founded
0;Info;1278;;31567;9335;Colony founded
0;Info;1278;;31598;9349;Colony founded
0;Info;1278;;31605;9350;Colony founded
0;Battle;1278;405;33558;9943;Planet conquered by race 1278
0;Battle;1278;405;33561;9943;Planet conquered by race 1278
0;Diplo;1278;227;;9944;First Contact: No intercourse!
0;Info;1278;;33658;9976;Colony founded
0;Info;1278;;33723;9993;Colony founded
0;Info;1278;;33727;9993;Colony founded
0;Diplo;1278;329;;10029;First Contact: Alliance!
0;Diplo1278;161;;;Diplomatic relations changed to No intercourse
0;Civ;329;;;;TL uplifting from 6 to 7
0;Info;1278;;33899;10045;Colony founded
0;Info;1278;;33906;10045;Colony founded
0;Diplo;1278;331;;10063;First Contact: War!
0;Battle;1278;331;33986;10063;Planet conquered by race 1278
0;Diplo;1278;332;;10098;First Contact: War!
0;Battle;1278;332;34111;10098;Planet conquered by race 1278
0;Battle;1278;415;34196;10125;Planet conquered by race 1278
0;Info;1278;;34216;10129;Colony founded
0;Battle;1278;415;34252;10142;Planet conquered by race 1278
0;Diplo;1278;334;;10159;First Contact: War!
0;Battle;1278;334;34312;10159;Planet conquered by race 1278
0;Info;1278;;34345;10174;Colony founded
0;Info;1278;;34402;10193;Colony founded
0;Info;1278;;34444;10206;Colony founded
0;Info;1278;;34453;10210;Colony founded
0;Info;1278;;34509;10222;Colony founded
0;Info;1278;;34564;10239;Colony founded
0;Info;1278;;34565;10239;Colony founded
0;Diplo;1278;336;;10252;First Contact: War!
0;Battle;1278;336;34588;10252;Planet conquered by race 1278
0;Info;1278;;34595;10255;Colony founded
0;Info;1278;;34619;10263;Colony founded
0;Info;1278;;34629;10266;Colony founded
